location_x,location_y,remaining_min,power_of_shot,game_season,lat/lng,home/away,remaining_sec,shot_id_number,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,type_of_shot,type_of_combined_shot
232,49,4,1,2003-04,"29.444994, -98.524120",MANU @ SAS,12,5268,43,1,Right Side(R),Right Corner,24+ ft.,shot - 17,
-57,181,2,1,2003-04,"29.444994, -98.524120",MANU @ SAS,45,5269,38,,Center(C),Mid Range,16-24 ft.,,shot - 3
13,12,11,2,2003-04,"29.444994, -98.524120",MANU @ SAS,47,5270,21,1,Center(C),Goal Area,Less Than 8 ft.,shot - 56,
-82,5,11,2,,"29.444994, -98.524120",,18,5271,28,0,Left Side(L),Mid Range,8-16 ft.,shot - 1,
143,210,9,2,,"29.444994, -98.524120",MANU @ SAS,51,5272,45,,,Penalty Spot,24+ ft.,,shot - 3
-135,0,9,,2003-04,"29.444994, -98.524120",MANU @ SAS,16,5273,33,1,Left Side(L),Mid Range,8-16 ft.,shot - 38,
-49,187,1,2,,"29.444994, -98.524120",MANU @ SAS,31,5274,39,0,Center(C),Mid Range,16-24 ft.,shot - 52,
-61,13,8,3,2003-04,"29.444994, -98.524120",MANU @ SAS,0,5275,26,0,Center(C),,Less Than 8 ft.,,shot - 4
-102,222,,3,2003-04,"29.444994, -98.524120",MANU @ SAS,43,5276,44,,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
41,8,1,3,2003-04,"29.444994, -98.524120",MANU @ SAS,31,5277,24,1,Center(C),Goal Line,Less Than 8 ft.,shot - 30,
217,115,0,3,2003-04,"29.444994, -98.524120",MANU @ SAS,28,5278,44,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
-148,71,0,3,2003-04,"29.444994, -98.524120",MANU @ SAS,0,5279,36,0,Left Side(L),Mid Range,16-24 ft.,shot - 16,
15,18,9,4,2003-04,"29.444994, -98.524120",MANU @ SAS,26,5280,22,0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
59,,9,4,2003-04,"29.444994, -98.524120",MANU @ SAS,16,5281,36,1,Right Side Center(RC),Mid Range,16-24 ft.,shot - 37,
0,31,8,4,,"29.444994, -98.524120",MANU @ SAS,,5282,23,0,Center(C),Goal Area,Less Than 8 ft.,shot - 26,
10,174,6,4,2003-04,"29.444994, -98.524120",MANU @ SAS,55,5283,37,0,Center(C),Mid Range,16-24 ft.,shot - 36,
20,10,5,4,2003-04,"29.444994, -98.524120",MANU @ SAS,58,5284,22,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
41,105,0,4,2003-04,"29.444994, -98.524120",,49,5285,31,0,Center(C),Goal Line,8-16 ft.,shot - 15,
0,0,7,1,2003-04,"32.757824, -96.786653",MANU @ DAL,40,5286,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
15,137,6,1,2003-04,"32.757824, -96.786653",MANU @ DAL,9,5287,33,0,Center(C),Goal Line,,shot - 55,
10,120,5,1,2003-04,"32.757824, -96.786653",MANU @ DAL,26,5288,32,,Center(C),Goal Line,8-16 ft.,,shot - 3
89,26,,2,2003-04,"32.757824, -96.786653",MANU @ DAL,42,5289,29,0,Right Side(R),Mid Range,8-16 ft.,shot - 33,
94,12,6,2,,"32.757824, -96.786653",MANU @ DAL,31,5290,29,,Right Side(R),Mid Range,,shot - 36,
200,,5,2,2003-04,"32.757824, -96.786653",MANU @ DAL,45,5291,42,0,,Mid Range,16-24 ft.,,shot - 3
194,89,5,2,2003-04,"32.757824, -96.786653",MANU @ DAL,11,5292,41,1,Right Side(R),Mid Range,16-24 ft.,,shot - 3
21,181,4,2,2003-04,"32.757824, -96.786653",MANU @ DAL,13,5293,38,0,Center(C),Mid Range,16-24 ft.,shot - 36,
-186,664,0,2,2003-04,"32.757824, -96.786653",MANU @ DAL,0,5294,88,0,Mid Ground(MG),Mid Ground Line,Back Court Shot,shot - 48,
154,194,11,3,2003-04,"32.757824, -96.786653",MANU @ DAL,29,5295,44,1,Right Side Center(RC),Penalty Spot,,shot - 36,
0,0,11,3,2003-04,"32.757824, -96.786653",MANU @ DAL,9,,,1,Center(C),Goal Area,Less Than 8 ft.,shot - 46,
-233,64,6,3,2003-04,"32.757824, -96.786653",MANU @ DAL,56,5297,44,1,Left Side(L),Left Corner,24+ ft.,,shot - 3
36,41,5,3,2003-04,"32.757824, -96.786653",MANU @ DAL,34,5298,25,1,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
0,0,5,3,2003-04,"32.757824, -96.786653",MANU @ DAL,39,5299,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-227,56,5,3,,"32.757824, -96.786653",MANU @ DAL,,,43,0,Left Side(L),Left Corner,24+ ft.,,shot - 3
-230,-9,3,3,2003-04,"32.757824, -96.786653",MANU @ DAL,27,5301,,0,Left Side(L),Left Corner,24+ ft.,shot - 22,
0,0,3,3,2003-04,"32.757824, -96.786653",MANU @ DAL,0,5302,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 46,
89,45,2,3,2003-04,"32.757824, -96.786653",MANU @ DAL,21,5303,29,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
159,143,0,3,2003-04,"32.757824, -96.786653",MANU @ DAL,31,5304,41,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
0,0,4,4,,"32.757824, -96.786653",MANU @ DAL,,5305,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
0,0,3,,2003-04,"32.757824, -96.786653",MANU @ DAL,52,5306,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
0,0,3,4,2003-04,"32.757824, -96.786653",MANU @ DAL,,5307,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
0,0,0,4,2003-04,"32.757824, -96.786653",MANU @ DAL,,5308,20,,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
16,257,3,1,2003-04,"42.982923, -71.446094",MANU vs. UTA,35,5309,45,1,Center(C),Penalty Spot,24+ ft.,shot - 53,
123,173,1,1,2003-04,"42.982923, -71.446094",MANU vs. UTA,41,5310,41,1,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
0,0,0,1,2003-04,"42.982923, -71.446094",MANU vs. UTA,55,5311,20,,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
-131,146,11,2,2003-04,"42.982923, -71.446094",MANU vs. UTA,38,5312,39,0,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
0,0,10,2,,"42.982923, -71.446094",MANU vs. UTA,55,5313,20,0,Center(C),Goal Area,,,shot - 4
-117,95,0,2,2003-04,"42.982923, -71.446094",MANU vs. UTA,26,5314,35,0,Left Side(L),Mid Range,8-16 ft.,,shot - 3
108,140,9,3,2003-04,"42.982923, -71.446094",MANU vs. UTA,28,,37,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
118,220,7,3,2003-04,"42.982923, -71.446094",MANU vs. UTA,39,5316,44,,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 31,
14,17,5,3,2003-04,"42.982923, -71.446094",MANU vs. UTA,11,5317,22,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 2
0,0,4,3,,"42.982923, -71.446094",MANU vs. UTA,33,5318,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-75,252,2,3,2003-04,"42.982923, -71.446094",MANU vs. UTA,56,5319,46,,Center(C),Penalty Spot,24+ ft.,,shot - 3
23,22,,4,2003-04,"42.982923, -71.446094",MANU vs. UTA,21,5320,23,,,Goal Area,Less Than 8 ft.,,shot - 2
143,17,10,4,2003-04,"42.982923, -71.446094",MANU vs. UTA,22,5321,34,0,,Mid Range,,shot - 7,
-200,194,4,4,,"42.982923, -71.446094",MANU vs. UTA,51,,47,,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
130,61,3,4,,"42.982923, -71.446094",MANU vs. UTA,3,5323,34,0,Right Side(R),,8-16 ft.,shot - 16,
158,40,2,4,2003-04,"42.982923, -71.446094",MANU vs. UTA,,5324,36,,Right Side(R),Mid Range,16-24 ft.,shot - 8,
0,0,2,4,,"42.982923, -71.446094",MANU vs. UTA,5,5325,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
0,0,9,1,2003-04,"42.982923, -71.446094",MANU vs. NYK,15,5326,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 32,
3,92,7,1,2003-04,"42.982923, -71.446094",MANU vs. NYK,39,5327,29,1,Center(C),Goal Line,8-16 ft.,shot - 1,
-112,141,6,1,2003-04,,MANU vs. NYK,44,5328,38,0,Left Side Center(LC),,16-24 ft.,shot - 51,
-26,5,4,1,2003-04,"42.982923, -71.446094",MANU vs. NYK,21,5329,22,0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
0,0,11,,,"42.982923, -71.446094",MANU vs. NYK,16,5330,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
1,95,8,2,2003-04,"42.982923, -71.446094",MANU vs. NYK,22,5331,29,,Center(C),Goal Line,8-16 ft.,,shot - 3
103,174,7,,2003-04,"42.982923, -71.446094",MANU vs. NYK,41,5332,40,0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 32,
5,53,7,2,2003-04,"42.982923, -71.446094",MANU vs. NYK,14,5333,25,0,Center(C),Goal Line,Less Than 8 ft.,shot - 15,
0,0,6,2,2003-04,"42.982923, -71.446094",MANU vs. NYK,21,5334,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,0,4,2,2003-04,"42.982923, -71.446094",MANU vs. NYK,23,5335,20,0,,Goal Area,Less Than 8 ft.,shot - 49,
0,0,11,3,2003-04,,MANU vs. NYK,5,5336,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
199,56,9,3,2003-04,"42.982923, -71.446094",MANU vs. NYK,49,5337,40,1,Right Side(R),Mid Range,16-24 ft.,shot - 11,
0,0,9,3,2003-04,"42.982923, -71.446094",MANU vs. NYK,,5338,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
138,138,9,4,,"42.982923, -71.446094",MANU vs. NYK,44,,39,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
-100,104,3,4,2003-04,"42.982923, -71.446094",MANU vs. NYK,2,,34,1,Left Side(L),Mid Range,8-16 ft.,,shot - 3
67,171,1,4,2003-04,"42.982923, -71.446094",MANU vs. NYK,8,5341,38,0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 39,
171,-28,11,1,2003-04,"42.982923, -71.446094",MANU vs. DAL,7,5342,37,0,Right Side(R),Mid Range,16-24 ft.,,shot - 3
0,0,6,1,,"42.982923, -71.446094",MANU vs. DAL,27,5343,20,0,Center(C),Goal Area,,,shot - 4
0,0,2,1,2003-04,,MANU vs. DAL,3,5344,20,,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
-10,51,0,,,"42.982923, -71.446094",MANU vs. DAL,57,5345,25,0,Center(C),Goal Line,Less Than 8 ft.,shot - 12,
-164,191,0,1,2003-04,"42.982923, -71.446094",MANU vs. DAL,34,5346,45,,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
82,77,0,1,2003-04,"42.982923, -71.446094",MANU vs. DAL,7,,,0,Right Side(R),Mid Range,8-16 ft.,shot - 36,
148,204,,2,2003-04,"42.982923, -71.446094",MANU vs. DAL,44,5348,45,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
-72,173,7,2,2003-04,"42.982923, -71.446094",MANU vs. DAL,25,5349,38,0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 38,
0,0,5,2,2003-04,"42.982923, -71.446094",MANU vs. DAL,52,5350,,1,,Goal Area,Less Than 8 ft.,shot - 12,
90,138,4,2,2003-04,,MANU vs. DAL,52,5351,36,1,Right Side Center(RC),Mid Range,16-24 ft.,shot - 15,
97,183,3,2,2003-04,"42.982923, -71.446094",MANU vs. DAL,7,5352,40,0,Right Side Center(RC),,16-24 ft.,shot - 10,
-82,168,1,3,2003-04,,MANU vs. DAL,44,5353,38,0,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
202,-28,0,3,2003-04,"42.982923, -71.446094",MANU vs. DAL,56,5354,40,,Right Side(R),Mid Range,16-24 ft.,,shot - 3
0,0,,3,2003-04,"42.982923, -71.446094",MANU vs. DAL,21,5355,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-57,493,0,3,2003-04,"42.982923, -71.446094",MANU vs. DAL,1,5356,69,,Mid Ground(MG),Mid Ground Line,Back Court Shot,,shot - 3
0,0,10,4,2003-04,"42.982923, -71.446094",MANU vs. DAL,50,5357,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 46,
23,,6,4,2003-04,"42.982923, -71.446094",MANU vs. DAL,0,5358,29,,Center(C),Goal Line,8-16 ft.,shot - 21,
0,72,2,4,,"42.982923, -71.446094",MANU vs. DAL,0,5359,27,,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
205,-9,11,2,2003-04,"45.539131, -122.651648",MANU @ POR,4,5360,40,1,Right Side(R),Mid Range,16-24 ft.,,shot - 3
-146,141,8,2,2003-04,"45.539131, -122.651648",MANU @ POR,,5361,40,,Left Side Center(LC),,16-24 ft.,,shot - 3
159,26,6,2,2003-04,"45.539131, -122.651648",MANU @ POR,53,5362,,1,Right Side(R),Mid Range,16-24 ft.,shot - 15,
-64,174,4,2,,"45.539131, -122.651648",MANU @ POR,51,5363,38,0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 25,
0,0,4,2,2003-04,"45.539131, -122.651648",MANU @ POR,11,5364,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 18,
0,0,2,2,2003-04,"45.539131, -122.651648",MANU @ POR,18,5365,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
210,5,0,2,2003-04,"45.539131, -122.651648",MANU @ POR,22,5366,41,0,Right Side(R),Mid Range,16-24 ft.,shot - 17,
-82,5,6,3,2003-04,"45.539131, -122.651648",MANU @ POR,,5367,28,0,Left Side(L),Mid Range,8-16 ft.,shot - 39,
0,0,4,3,,"45.539131, -122.651648",MANU @ POR,50,5368,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
0,0,3,3,,"45.539131, -122.651648",MANU @ POR,8,5369,20,1,Center(C),Goal Area,,,shot - 4
187,-3,10,4,2003-04,"45.539131, -122.651648",MANU @ POR,56,5370,38,,Right Side(R),Mid Range,16-24 ft.,,shot - 3
0,0,6,4,2003-04,"45.539131, -122.651648",MANU @ POR,45,5371,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,0,6,4,2003-04,"45.539131, -122.651648",MANU @ POR,0,,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,0,5,4,,"45.539131, -122.651648",MANU @ POR,27,5373,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,0,4,4,2003-04,,MANU @ POR,26,5374,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-212,153,3,4,2003-04,"45.539131, -122.651648",MANU @ POR,32,5375,46,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 54,
200,138,1,4,2003-04,"45.539131, -122.651648",MANU @ POR,53,5376,44,,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
,204,0,4,2003-04,"45.539131, -122.651648",MANU @ POR,9,5377,44,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 28,
120,114,5,2,2003-04,"42.982923, -71.446094",MANU vs. DEN,47,5378,36,0,Right Side Center(RC),Mid Range,,,shot - 3
120,187,1,2,2003-04,"42.982923, -71.446094",MANU vs. DEN,32,5379,42,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
0,0,,3,2003-04,"42.982923, -71.446094",MANU vs. DEN,46,5380,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
0,0,9,3,2003-04,"42.982923, -71.446094",MANU vs. DEN,58,5381,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 46,
-222,120,8,3,,"42.982923, -71.446094",MANU vs. DEN,54,5382,45,0,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
13,258,7,3,2003-04,"42.982923, -71.446094",MANU vs. DEN,12,5383,45,,Center(C),Penalty Spot,24+ ft.,shot - 52,
52,196,11,4,2003-04,"42.982923, -71.446094",MANU vs. DEN,11,5384,40,,Center(C),Mid Range,16-24 ft.,,shot - 3
135,141,,4,2003-04,"42.982923, -71.446094",MANU vs. DEN,22,5385,39,,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
,-23,8,4,2003-04,"42.982923, -71.446094",MANU vs. DEN,48,5386,30,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
-202,-3,8,4,2003-04,"42.982923, -71.446094",MANU vs. DEN,8,5387,40,1,Left Side(L),Mid Range,16-24 ft.,shot - 50,
-138,107,2,4,2003-04,"42.982923, -71.446094",MANU vs. DEN,39,5388,37,0,,Mid Range,16-24 ft.,,shot - 3
,158,1,4,2003-04,"42.982923, -71.446094",MANU vs. DEN,31,5389,40,0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 50,
125,171,0,4,2003-04,,MANU vs. DEN,14,5390,41,,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
10,206,0,4,2003-04,"42.982923, -71.446094",MANU vs. DEN,0,,40,1,Center(C),Mid Range,16-24 ft.,,shot - 3
0,0,6,1,2003-04,"42.982923, -71.446094",MANU vs. PHX,18,5392,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,0,7,2,,"42.982923, -71.446094",MANU vs. PHX,32,5393,,,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,0,0,2,2003-04,"42.982923, -71.446094",MANU vs. PHX,3,5394,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,0,10,3,2003-04,"42.982923, -71.446094",MANU vs. PHX,30,5395,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 5
172,174,8,3,2003-04,"42.982923, -71.446094",MANU vs. PHX,27,5396,44,0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 47,
13,268,,3,2003-04,"42.982923, -71.446094",MANU vs. PHX,52,5397,46,,,Penalty Spot,24+ ft.,shot - 36,
-154,146,11,4,2003-04,"42.982923, -71.446094",MANU vs. PHX,0,5398,41,,Left Side Center(LC),Mid Range,,shot - 41,
-107,163,10,4,,"42.982923, -71.446094",MANU vs. PHX,18,5399,39,0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 42,
0,0,9,4,2003-04,"42.982923, -71.446094",MANU vs. PHX,45,5400,20,0,Center(C),Goal Area,,,shot - 5
0,0,9,4,2003-04,"42.982923, -71.446094",MANU vs. PHX,43,5401,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 5
-163,117,8,4,2003-04,,MANU vs. PHX,50,5402,40,,Left Side(L),Mid Range,16-24 ft.,,shot - 3
-149,125,8,4,2003-04,"42.982923, -71.446094",MANU vs. PHX,16,5403,39,0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 43,
0,0,4,1,2003-04,"37.754130, -122.437947",MANU @ GSW,4,5404,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
0,0,6,2,2003-04,"37.754130, -122.437947",MANU @ GSW,52,5405,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 12,
,17,4,2,2003-04,"37.754130, -122.437947",MANU @ GSW,21,5406,22,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
6,53,9,3,2003-04,,MANU @ GSW,45,5407,25,,,Goal Line,Less Than 8 ft.,,shot - 4
61,20,9,3,2003-04,"37.754130, -122.437947",MANU @ GSW,,5408,26,0,Center(C),Goal Line,Less Than 8 ft.,shot - 19,
-187,168,8,3,2003-04,"37.754130, -122.437947",MANU @ GSW,44,,45,,,Penalty Spot,24+ ft.,,shot - 3
0,0,8,3,2003-04,"37.754130, -122.437947",,,5410,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 1,
21,20,7,3,2003-04,"37.754130, -122.437947",,35,5411,22,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,0,5,3,2003-04,"37.754130, -122.437947",,54,5412,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
0,0,4,3,2003-04,"37.754130, -122.437947",MANU @ GSW,50,5413,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-118,2,2,3,2003-04,"37.754130, -122.437947",MANU @ GSW,8,,31,0,Left Side(L),Mid Range,8-16 ft.,,shot - 3
-133,253,6,4,2003-04,"37.754130, -122.437947",MANU @ GSW,54,5415,48,0,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
0,0,6,4,2003-04,"37.754130, -122.437947",MANU @ GSW,25,5416,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
189,158,4,4,2003-04,"37.754130, -122.437947",MANU @ GSW,8,5417,44,1,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 1,
80,240,2,4,2003-04,"37.754130, -122.437947",MANU @ GSW,25,5418,45,1,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
167,,1,4,2003-04,"37.754130, -122.437947",MANU @ GSW,49,5419,46,1,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 3,
,0,2,1,2003-04,"42.982923, -71.446094",MANU vs. HOU,9,5420,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,0,2,1,2003-04,"42.982923, -71.446094",MANU vs. HOU,6,5421,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
181,-26,11,2,2003-04,"42.982923, -71.446094",MANU vs. HOU,4,5422,38,1,Right Side(R),Mid Range,16-24 ft.,,shot - 3
120,35,10,2,2003-04,"42.982923, -71.446094",MANU vs. HOU,24,,32,1,Right Side(R),Mid Range,8-16 ft.,,shot - 3
0,0,8,,2003-04,"42.982923, -71.446094",MANU vs. HOU,18,5424,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,0,8,,2003-04,"42.982923, -71.446094",MANU vs. HOU,,5425,20,,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
0,0,7,2,2003-04,"42.982923, -71.446094",MANU vs. HOU,48,5426,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
,107,5,2,2003-04,"42.982923, -71.446094",MANU vs. HOU,4,5427,33,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
0,0,0,2,2003-04,"42.982923, -71.446094",MANU vs. HOU,30,5428,20,,Center(C),Goal Area,Less Than 8 ft.,shot - 55,
,-11,9,3,,"42.982923, -71.446094",MANU vs. HOU,7,5429,36,1,Left Side(L),Mid Range,16-24 ft.,shot - 48,
-87,161,7,3,2003-04,"42.982923, -71.446094",MANU vs. HOU,43,5430,38,,Left Side Center(LC),Mid Range,16-24 ft.,shot - 29,
169,30,6,,2003-04,"42.982923, -71.446094",MANU vs. HOU,59,5431,37,0,Right Side(R),Mid Range,16-24 ft.,,shot - 3
0,0,6,3,2003-04,"42.982923, -71.446094",MANU vs. HOU,6,5432,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-146,212,4,3,2003-04,"42.982923, -71.446094",MANU vs. HOU,27,5433,45,1,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
-48,140,3,3,2003-04,"42.982923, -71.446094",MANU vs. HOU,40,,34,1,Center(C),Mid Range,8-16 ft.,,shot - 3
138,104,3,3,,"42.982923, -71.446094",MANU vs. HOU,3,5435,37,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
-138,97,0,3,2003-04,"42.982923, -71.446094",MANU vs. HOU,39,,36,0,,Mid Range,16-24 ft.,shot - 0,
-25,71,0,3,2003-04,"42.982923, -71.446094",MANU vs. HOU,9,5437,27,0,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
0,0,0,3,,"42.982923, -71.446094",MANU vs. HOU,3,5438,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
61,,11,4,2003-04,"42.982923, -71.446094",MANU vs. HOU,16,5439,36,,Right Side Center(RC),Mid Range,16-24 ft.,shot - 8,
192,-3,10,4,2003-04,"42.982923, -71.446094",MANU vs. HOU,10,5440,39,0,Right Side(R),Mid Range,16-24 ft.,,shot - 3
0,0,9,4,2003-04,"42.982923, -71.446094",MANU vs. HOU,26,5441,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
94,176,8,4,2003-04,"42.982923, -71.446094",MANU vs. HOU,47,5442,39,,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
-128,233,4,4,2003-04,"42.982923, -71.446094",MANU vs. HOU,21,5443,46,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 36,
90,-3,2,4,,"42.982923, -71.446094",MANU vs. HOU,59,5444,29,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
-108,137,1,4,2003-04,"42.982923, -71.446094",MANU vs. HOU,35,5445,37,0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 35,
0,0,10,1,2003-04,"42.982923, -71.446094",MANU vs. BOS,39,5446,20,1,,Goal Area,Less Than 8 ft.,shot - 49,
0,0,9,1,2003-04,"42.982923, -71.446094",MANU vs. BOS,8,5447,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-48,281,4,1,2003-04,"42.982923, -71.446094",MANU vs. BOS,10,5448,48,1,Center(C),Penalty Spot,24+ ft.,shot - 23,
-153,-11,,1,2003-04,"42.982923, -71.446094",MANU vs. BOS,32,5449,35,1,Left Side(L),Mid Range,8-16 ft.,shot - 42,
120,235,0,1,2003-04,"42.982923, -71.446094",MANU vs. BOS,28,5450,46,0,Right Side Center(RC),Penalty Spot,,,shot - 3
189,386,0,1,2003-04,"42.982923, -71.446094",MANU vs. BOS,0,5451,62,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
-108,105,7,2,,"42.982923, -71.446094",MANU vs. BOS,28,5452,35,1,Left Side(L),Mid Range,8-16 ft.,,shot - 3
158,194,5,2,2003-04,"42.982923, -71.446094",MANU vs. BOS,34,5453,45,0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 17,
-31,13,5,2,2003-04,"42.982923, -71.446094",MANU vs. BOS,28,5454,23,0,Center(C),Goal Area,,,shot - 1
-168,59,4,2,2003-04,"42.982923, -71.446094",MANU vs. BOS,,5455,37,0,Left Side(L),Mid Range,16-24 ft.,,shot - 3
0,0,1,2,2003-04,"42.982923, -71.446094",MANU vs. BOS,8,5456,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
143,219,0,,2003-04,"42.982923, -71.446094",MANU vs. BOS,41,5457,46,0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 16,
108,176,0,2,2003-04,"42.982923, -71.446094",MANU vs. BOS,1,5458,40,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
23,270,11,3,,"42.982923, -71.446094",MANU vs. BOS,,5459,47,0,,Penalty Spot,24+ ft.,,shot - 3
0,0,9,3,,"42.982923, -71.446094",MANU vs. BOS,17,5460,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
194,31,4,3,,"42.982923, -71.446094",MANU vs. BOS,28,5461,39,0,Right Side(R),Mid Range,16-24 ft.,,shot - 3
108,145,9,,2003-04,"42.982923, -71.446094",MANU vs. BOS,49,5462,38,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
-102,169,8,4,2003-04,"42.982923, -71.446094",MANU vs. BOS,31,5463,39,0,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
107,,11,1,2003-04,"47.633181, -122.308343",MANU @ SEA,36,5464,45,1,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
54,-18,10,,2003-04,"47.633181, -122.308343",MANU @ SEA,49,5465,25,0,,Goal Line,Less Than 8 ft.,shot - 33,
